_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,relevance,relevance:confidence,description,domain,domain_logo_url,link,name,query,relevance_gold,result_position,updatedat
766426737,false,finalized,3,8/5/2015 00:44:21,3,1.0,This data represents the top arrest charge of those processed at Baltimore's Central Booking & Intake Facility. This data does not contain those who have been processed through Juvenile Booking.,data.baltimorecity.gov,http://data.baltimorecity.gov/stylesheets/images/domains/baltimore.socrata.com/datasite_fluid_logo.png,https://data.baltimorecity.gov/d/ermi-y54j,BPD Arrests 2012,arrests,,2,2014-01-13T20:19:46.000Z
766426738,false,finalized,3,8/5/2015 00:40:06,3,1.0,This data represents the top arrest charge of those processed at Baltimore's Central Booking & Intake Facility. This data does not contain those who have been processed through Juvenile Booking.,data.baltimorecity.gov,http://data.baltimorecity.gov/stylesheets/images/domains/baltimore.socrata.com/datasite_fluid_logo.png,https://data.baltimorecity.gov/d/icjs-e3jg,BPD Arrests,arrests,,3,2015-05-20T22:11:17.000Z
766426739,false,finalized,3,8/5/2015 00:40:06,"3
1","0.6769
0.3231","Most indicators throughout Vital Signs are created by acquiring and analyzing data collected from governmental agencies for some public administration purpose, such as 311 calls or housing inspections. However, data from the United States Bureau of the Census remains the best source for demographic and socioeconomic indicators for neighborhoods. The Census Bureau collects a wide variety of information through administration of both the decennial Census and the annual American Community Survey (ACS).",data.baltimorecity.gov,http://data.baltimorecity.gov/stylesheets/images/domains/baltimore.socrata.com/datasite_fluid_logo.png,https://data.baltimorecity.gov/d/xbky-a6ms,Crime & Safety (2010-2012),arrests,,4,2014-05-20T15:53:58.000Z
766426740,false,finalized,3,8/5/2015 19:09:19,"2
0","0.6779
0.3221",Operating and non-operating revenues and expenses of the airport activity of the special district.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/d/b5k4-r87x,"Special Districts Airport Enterprise - Revenues, Expenses, and Changes in Fund Equity",income,,0,2014-12-10T19:03:26.000Z
766426741,false,finalized,3,8/5/2015 19:29:01,"0
1","0.6636
0.3364",Operating and non-operating revenues and expenses of the electric activity of a special district.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/d/v8pi-6dkd,"Special Districts Electric Enterprise - Revenues, Expenses, and Changes in Fund Equity",income,,1,2014-12-10T19:03:29.000Z
766426742,false,finalized,3,8/5/2015 19:30:36,0,1.0,Operating and non-operating revenues and expenses of the waste disposal activity of the special district.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/d/aadz-tsjh,"Special Districts Waste Disposal Enterprise - Revenues, Expenses and Changes in Fund Equity",income,,2,2014-12-10T19:03:18.000Z
766426743,false,finalized,3,8/5/2015 19:31:01,"1
0","0.6779
0.3221",Operating and non-operating revenues and expenses of the harbor and port activity of the special district.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/d/is72-caip,"Special Districts Harbor and Port Enterprise - Revenues, Expenses, and Changes in Fund Equity",income,,3,2014-12-10T19:03:22.000Z
766426744,false,finalized,3,8/5/2015 19:32:17,0,1.0,Operating and non-operating revenues and expenses of the water activity of the special district.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/d/93jr-qwge,"Special Districts Water Enterprise - Revenues, Expenses and Changes in Fund Equity",income,,4,2014-12-10T19:03:16.000Z
766426745,false,finalized,3,8/5/2015 19:23:41,"1
0","0.6629
0.3371","This dataset contains the Actuarial Liabilities, Actuarial Value of Assets, Unfunded Liabilities, and Funding Ratios for each Local Contracting Agency.",bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/eu4y-8y3w,Funding Positions of CalPERS Contracting Agencies,local transportation fund,,0,None
766426746,false,finalized,3,8/5/2015 19:32:22,"0
1","0.6753
0.3247","Revenues and expenditures relevant to the General Fund, Special Revenues Fund, Debt Service Fund, and Capital Projects Funds of the non-enterprise activity of the special district.",bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/k7js-q7tg,"Special Districts Non-Enterprise Activity - Revenues, Expenditures, Sources and Uses",local transportation fund,,1,None
766426747,false,finalized,3,8/5/2015 19:31:56,0,1.0,Operating and non-operating revenues and expenses of the electric activity of a special district.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/nu5d-9v8q,"Special Districts Electric Enterprise - Revenues, Expenses, and Changes in Fund Equity",local transportation fund,,2,None
766426748,false,finalized,3,8/5/2015 19:33:16,"0
1","0.6636
0.3364",Operating and non-operating revenues and expenses of the airport activity of the special district.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/4624-stqt,"Special Districts Airport Enterprise - Revenues, Expenses, and Changes in Fund Equity",local transportation fund,,3,None
766426749,false,finalized,3,8/5/2015 20:03:00,0,1.0,"Revenues and expenditures relevant to the General Fund, Special Revenues Fund, Debt Service Fund, and Capital Projects Funds of the non-enterprise activity of the special district.",bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/d/9k4q-aaad,"Special Districts Non-Enterprise Activity - Revenues, Expenditures, Sources and Uses",local transportation fund,,4,2014-12-10T19:03:31.000Z
766426750,false,finalized,3,8/6/2015 19:04:54,"0
1","0.6741
0.3259","This dataset contains the Actuarial Liabilities, Actuarial Value of Assets, Unfunded Liabilities, and Funding Ratios for each Local Contracting Agency.",bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/eu4y-8y3w,Funding Positions of CalPERS Contracting Agencies,California's unfunded pension liability,,0,None
766426751,false,finalized,3,8/5/2015 19:30:49,"1
0","0.6739
0.3261","This dataset contains the Actuarial Liabilities, Actuarial Value of Assets, Unfunded Liabilities, and Funding Ratios for each Local Contracting Agency.",bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/d/uf7j-i68d,Funding Positions of CalPERS Contracting Agencies,California's unfunded pension liability,,1,2014-11-19T23:15:30.000Z
766426752,false,finalized,5,8/6/2015 19:46:15,"1
0
2","0.3996
0.3946
0.2059",Measurement of the financial position of all activities of the special district at the end of the fiscal year.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/mgws-3icp,Special Districts Consolidated Balance Sheet – Liabilities and Equity,California's unfunded pension liability,,2,None
766426753,false,finalized,3,8/5/2015 19:32:22,1,1.0,Worksheet for completing Balance Sheet - to measure the financial position of cities at the end of the year.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/d/ycii-5bdq,City Governmental Funds,California's unfunded pension liability,,3,2015-07-28T15:49:24.000Z
766426754,false,finalized,3,8/5/2015 19:20:58,0,1.0,Contains the number of special districts in each of California's 58 counties for fiscal year 2013.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/ajik-6sh6,Number of Districts per County,California's unfunded pension liability,,4,None
766426755,false,finalized,3,8/5/2015 19:32:47,2,1.0,"Contains a list of all special districts including their location, fiscal year end, and districts that are no longer required to report to the State Controller's Office.",bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/hezh-7usk,Special Districts Listing,special districts report 2014,,0,None
766426756,false,finalized,3,8/5/2015 19:33:39,"2
1","0.659
0.341",Special assessment act bonds outstanding during the report year and is required to be filed only by agencies with this type of bond outstanding as a result of special assessment proceedings ordered by the agency’s governing body.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/hn94-y5mg,Special Districts Special Assessments,special districts report 2014,,1,None
766426757,false,finalized,3,8/5/2015 19:51:49,"2
1","0.6779
0.3221",Summary of the ending equity of the non-enterprise activities and each enterprise activity reported.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/imry-h9aj,Special Districts Consolidation of Fund Equities and Transfers,special districts report 2014,,2,None
766426758,false,finalized,3,8/5/2015 19:31:20,"2
1","0.664
0.336",Contains the different activities that a special district may perform.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/6bd3-iccd,Special Districts Activities,special districts report 2014,,3,None
766426759,false,finalized,5,8/5/2015 19:32:43,"1
2
3","0.3925
0.39
0.2174",Measurement of the financial position of all activities of the special district at the end of the fiscal year.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/mgws-3icp,Special Districts Consolidated Balance Sheet – Liabilities and Equity,special districts report 2014,,4,None
766426760,false,finalized,5,8/5/2015 19:30:32,"1
2
3
0","0.4052
0.2127
0.2003
0.1818",Contains the different activities that a special district may perform.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/6bd3-iccd,Special Districts Activities,special districts raw data,,0,None
766426761,false,finalized,3,8/5/2015 19:20:51,"2
1","0.6826
0.3174",Measurement of the financial position of all activities of the special district at the end of the fiscal year.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/mgws-3icp,Special Districts Consolidated Balance Sheet – Liabilities and Equity,special districts raw data,,1,None
766426762,false,finalized,3,8/5/2015 19:03:40,"3
2","0.6645
0.3355","Contains a list of all special districts including their location, fiscal year end, and districts that are no longer required to report to the State Controller's Office.",bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/hezh-7usk,Special Districts Listing,special districts raw data,,2,None
766426763,false,finalized,3,8/5/2015 19:46:50,1,1.0,Operating and non-operating revenues and expenses of the airport activity of the special district.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/4624-stqt,"Special Districts Airport Enterprise - Revenues, Expenses, and Changes in Fund Equity",special districts raw data,,3,None
766426764,false,finalized,3,8/5/2015 19:26:55,"1
0","0.665
0.335",Operating and non-operating revenues and expenses of the harbor and port activity of the special district.,bythenumbers.sco.ca.gov,http://bythenumbers.sco.ca.gov/stylesheets/images/common/socrata_logo.png,https://bythenumbers.sco.ca.gov/view/ed4i-ijew,"Special Districts Harbor and Port Enterprise - Revenues, Expenses, and Changes in Fund Equity",special districts raw data,,4,None
766426765,false,finalized,3,8/5/2015 19:26:32,"1
2","0.6333
0.3667",This dataset contains monthly receipts of local option sales taxes by location (incorporated communities and unincorporated areas). Local option sales taxes are collected on top of the state-wide sales tax applicable in all jurisdictions.  Not all communities in Iowa levy a local option sales tax.,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/inf6-bexa,Local Option Sales Tax Receipts by Month and Location,sales permit,,0,None
766426766,false,finalized,3,8/5/2015 19:30:32,"0
1","0.6692
0.3308",This dataset contains the budget and actual revenue self-reported by each city via their yearly budget forms filed with the Department of Management. Actual revenue data lags budget expenditures by a couple of fiscal years.,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/d/pdqx-rx68,City Budget and Actual Revenue,sales permit,,1,2015-07-23T20:49:48.000Z
766426767,false,finalized,3,8/5/2015 19:56:48,"1
2","0.6583
0.3417",This dataset is a record of active Iowa businesses that are registered to collect and remit retail sales tax in the State of Iowa.,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/7h3y-uexj,Sales Tax Registration,sales permit,,2,None
766426768,false,finalized,5,8/5/2015 20:19:37,"0
2
1","0.4139
0.387
0.1991","Iowa Lottery sales, proceeds, and prizes aggregated by fiscal year (year ending June 30).  Dataset provides data starting with FY 1986.",data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/d/sfg3-b8kv,"Lottery Sales, Proceeds, and Prizes",sales permit,,3,2015-04-07T14:30:36.000Z
766426769,false,finalized,3,8/5/2015 19:46:50,"1
2","0.6723
0.3277",This dataset contains monthly receipts of local option sales taxes by location (incorporated communities and unincorporated areas). Local option sales taxes are collected on top of the state-wide sales tax applicable in all jurisdictions.  Not all communities in Iowa levy a local option sales tax.,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/d/85pn-3ia2,Local Option Sales Tax Receipts by Month and Location,sales permit,,4,2015-07-22T14:52:47.000Z
766426770,false,finalized,3,8/5/2015 19:32:31,"1
0","0.6827
0.3173",This dataset contains monthly receipts of local option sales taxes by location (incorporated communities and unincorporated areas). Local option sales taxes are collected on top of the state-wide sales tax applicable in all jurisdictions.  Not all communities in Iowa levy a local option sales tax.,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/inf6-bexa,Local Option Sales Tax Receipts by Month and Location,liqour sales,,0,None
766426771,false,finalized,3,8/5/2015 19:24:58,"0
1","0.6632
0.3368",This dataset is a record of active Iowa businesses that are registered to collect and remit retail sales tax in the State of Iowa.,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/7h3y-uexj,Sales Tax Registration,liqour sales,,1,None
766426772,false,finalized,3,8/5/2015 19:31:01,"0
1","0.674
0.326","Iowa Lottery sales, proceeds, and prizes aggregated by fiscal year (year ending June 30).  Dataset provides data starting with FY 1986.",data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/d/sfg3-b8kv,"Lottery Sales, Proceeds, and Prizes",liqour sales,,2,2015-04-07T14:30:36.000Z
766426773,false,finalized,3,8/5/2015 19:26:55,"0
1","0.6826
0.3174",This dataset contains monthly receipts of local option sales taxes by location (incorporated communities and unincorporated areas). Local option sales taxes are collected on top of the state-wide sales tax applicable in all jurisdictions.  Not all communities in Iowa levy a local option sales tax.,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/d/85pn-3ia2,Local Option Sales Tax Receipts by Month and Location,liqour sales,,3,2015-07-22T14:52:47.000Z
766426774,false,finalized,3,8/5/2015 19:32:17,3,1.0,"This dataset contains the spirits purchase information of Iowa Class “E” liquor licensees by product and date of purchase from January 1, 2014 to current.  The dataset can be used to analyze total spirits sales in Iowa of individual products at the store level.",data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/svvp-7qgy,Iowa Liquor Sales,liqour sales,,4,None
766426775,false,finalized,3,8/5/2015 19:29:01,"3
2","0.6875
0.3125",<div>The Iowa Veterans Home provides a continuum of care to Iowa’s veterans and their spouses in an environment focusing on individualized services to enhance their quality of life. The Iowa Veterans Home opened its doors to Iowa veterans and their spouses in 1887. This dataset provides information on its residents.<br></div>,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/kkj3-wxk9,Iowa Veterans Home Current and Past Residents,iowa veterans home,,0,None
766426776,false,finalized,3,8/5/2015 19:20:26,3,1.0,Shows the percentage increases of Private rooms at IVH over time.,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/d/2962-3yic,Iowa Veterans Home - Room Conversion Project,iowa veterans home,,1,2015-07-17T12:08:24.000Z
766426777,false,finalized,3,8/5/2015 19:29:20,3,1.0,The Iowa Veterans Home provides a continuum of care to Iowa’s veterans and their spouses in an environment focusing on individualized services to enhance their quality of life. The Iowa Veterans Home opened its doors to Iowa veterans and their spouses in 1887. This dataset provides information on its residents.,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/d/betf-9e8g,Iowa Veterans Home Current and Past Residents,iowa veterans home,,2,2015-07-22T14:53:57.000Z
766426778,false,finalized,3,8/5/2015 19:56:45,3,1.0,Contains the present year's budgeted revenue sources and the previous year's actual revenue sources,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/d/25qp-i4rc,Iowa Veterans Home - Revenue Sources,iowa veterans home,,3,2015-07-15T17:13:19.000Z
766426779,false,finalized,3,8/5/2015 19:22:17,"0
1","0.6608
0.3392","This dataset provides a list of active business entities, both domestic business organizations (organized under and subject to the laws of Iowa), and foreign business organizations (organized under a law other than Iowa) who are authorized to transact business in the State of Iowa at time of update. The dataset includes the business' legal name, type, effective date, name and address of registered agent, and address of principal office.",data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/d/r9sg-a6w5,Active Iowa Business Entities,iowa veterans home,,4,2015-07-13T20:58:01.000Z
766426780,false,finalized,3,8/5/2015 19:24:58,0,1.0,This dataset provides a list of active and inactive liquor stores in Iowa.,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/hagp-9vyf,Iowa Liquor Stores,active watersheds,,0,None
766426781,false,finalized,3,8/5/2015 19:32:47,"0
1","0.6491
0.3509","This dataset provides a list of active business entities, both domestic business organizations (organized under and subject to the laws of Iowa), and foreign business organizations (organized under a law other than Iowa) who are authorized to transact business in the State of Iowa at time of update. The dataset includes the business' legal name, type, effective date, name and address of registered agent, and address of principal office.",data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/d3cn-uynd,Active Iowa Business Entities,active watersheds,,1,None
766426782,false,finalized,3,8/5/2015 19:13:41,0,1.0,"This dataset provides a list of active business entities, both domestic business organizations (organized under and subject to the laws of Iowa), and foreign business organizations (organized under a law other than Iowa) who are authorized to transact business in the State of Iowa at time of update. The dataset includes the business' legal name, type, effective date, name and address of registered agent, and address of principal office.",data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/jbiy-szzx,Active Iowa Business Entities,active watersheds,,2,None
766426783,false,finalized,3,8/5/2015 19:18:19,0,1.0,This dataset is a record of active Iowa businesses that are registered to collect and remit retail sales tax in the State of Iowa.,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/7h3y-uexj,Sales Tax Registration,active watersheds,,3,None
766426784,false,finalized,3,8/5/2015 19:34:04,"0
2","0.6647
0.3353","This dataset contains statewide Unemployment Insurance claims and payment activities. This data is based on the ETA-5159 report that IWD submits to the US Department of Labor, Employment and Training Administration. (The number of UI recipients is the only exception.)",data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/7vvn-2epx,Unemployment Insurance Claims And Payments (Statewide),active watersheds,,4,None
766426785,false,finalized,3,8/5/2015 19:29:55,"3
2","0.6726
0.3274",This dataset provides a list of liquor products.,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/q5qa-fk46,Iowa Liquor Products,liquor,,0,None
766426786,false,finalized,3,8/5/2015 19:29:55,"3
2","0.6726
0.3274",This dataset provides a list of active and inactive liquor stores in Iowa.,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/hagp-9vyf,Iowa Liquor Stores,liquor,,1,None
766426787,false,finalized,3,8/6/2015 19:45:26,"2
3","0.65
0.35",This dataset provides a list of liquor products.,data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/d/68qt-64dy,Iowa Liquor Products,liquor,,2,2015-06-19T19:42:19.000Z
766426788,false,finalized,3,8/5/2015 19:05:18,"3
2","0.6653
0.3347","This dataset contains the spirits purchase information of Iowa Class “E” liquor licensees by product and date of purchase from January 1, 2014 to current.  The dataset can be used to analyze total spirits sales in Iowa of individual products at the store level.",data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/x2ch-ezyd,Iowa Liquor Sales,liquor,,3,None
766426789,false,finalized,5,8/6/2015 19:43:54,"2
1
3","0.6123
0.1955
0.1922","This dataset contains the spirits purchase information of Iowa Class “E” liquor licensees by product and date of purchase from January 1, 2014 to current.  The dataset can be used to analyze total spirits sales in Iowa of individual products at the store level.",data.iowa.gov,http://data.iowa.gov/api/assets/81572296-325E-4A5B-BB22-2E1B01E75F0D,https://data.iowa.gov/view/svvp-7qgy,Iowa Liquor Sales,liquor,,4,None
766426790,false,finalized,3,8/5/2015 19:31:25,"0
1","0.649
0.351","2011.  Centers for Disease Control and Prevention (CDC).  PRAMS, the Pregnancy Risk Assessment Monitoring System, is a surveillance system collecting state-specific, population-based data on maternal attitudes and experiences before, during, and shortly after pregnancy. It is a collaborative project of the Centers for Disease Control and Prevention (CDC) and state health departments.  PRAMS provides data for state health officials to use to improve the health of mothers and infants. PRAMS topics include abuse, alcohol use, contraception, breastfeeding, mental health, morbidity, obesity, preconception health, pregnancy history, prenatal-care, sleep behavior, smoke exposure, stress, tobacco use, WIC, Medicaid, infant health, and unintended pregnancy.",chronicdata.cdc.gov,http://chronicdata.cdc.gov/api/assets/70C53E42-3717-431A-816E-647F961A1BC9,https://chronicdata.cdc.gov/view/f9kj-qway,CDC PRAMStat Data for 2011,obesity,,0,None
766426791,false,finalized,3,8/5/2015 19:33:48,"1
0","0.6593
0.3407","2009. Centers for Disease Control and Prevention (CDC). PRAMS, the Pregnancy Risk Assessment Monitoring System, is a surveillance system collecting state-specific, population-based data on maternal attitudes and experiences before, during, and shortly after pregnancy. It is a collaborative project of the Centers for Disease Control and Prevention (CDC) and state health departments. PRAMS provides data for state health officials to use to improve the health of mothers and infants. PRAMS topics include abuse, alcohol use, contraception, breastfeeding, mental health, morbidity, obesity, preconception health, pregnancy history, prenatal-care, sleep behavior, smoke exposure, stress, tobacco use, WIC, Medicaid, infant health, and unintended pregnancy. Data will be updated annually as it becomes available.",chronicdata.cdc.gov,http://chronicdata.cdc.gov/api/assets/70C53E42-3717-431A-816E-647F961A1BC9,https://chronicdata.cdc.gov/view/famv-8rpe,CDC PRAMStat Data for 2009,obesity,,1,None
766426792,false,finalized,3,8/5/2015 19:26:54,"0
2","0.6677
0.3323","2002.  Centers for Disease Control and Prevention (CDC). PRAMS, the Pregnancy Risk Assessment Monitoring System, is a surveillance system collecting state-specific, population-based data on maternal attitudes and experiences before, during, and shortly after pregnancy. It is a collaborative project of the Centers for Disease Control and Prevention (CDC) and state health departments. PRAMS provides data for state health officials to use to improve the health of mothers and infants. PRAMS topics include abuse, alcohol use, contraception, breastfeeding, mental health, morbidity, obesity, preconception health, pregnancy history, prenatal-care, sleep behavior, smoke exposure, stress, tobacco use, WIC, Medicaid, infant health, and unintended pregnancy. Data will be updated annually as it becomes available.",chronicdata.cdc.gov,http://chronicdata.cdc.gov/api/assets/70C53E42-3717-431A-816E-647F961A1BC9,https://chronicdata.cdc.gov/view/8jdy-qyv6,CDC PRAMStat Data for 2002,obesity,,2,None
766426793,false,finalized,3,8/5/2015 19:11:22,"2
0","0.6779
0.3221","2003. Centers for Disease Control and Prevention (CDC). PRAMS, the Pregnancy Risk Assessment Monitoring System, is a surveillance system collecting state-specific, population-based data on maternal attitudes and experiences before, during, and shortly after pregnancy. It is a collaborative project of the Centers for Disease Control and Prevention (CDC) and state health departments. PRAMS provides data for state health officials to use to improve the health of mothers and infants. PRAMS topics include abuse, alcohol use, contraception, breastfeeding, mental health, morbidity, obesity, preconception health, pregnancy history, prenatal-care, sleep behavior, smoke exposure, stress, tobacco use, WIC, Medicaid, infant health, and unintended pregnancy. Data will be updated annually as it becomes available.",chronicdata.cdc.gov,http://chronicdata.cdc.gov/api/assets/70C53E42-3717-431A-816E-647F961A1BC9,https://chronicdata.cdc.gov/view/36tg-qqs4,CDC PRAMStat Data for 2003,obesity,,3,None
766426794,false,finalized,3,8/5/2015 19:22:03,"0
1","0.6774
0.3226","2010. Centers for Disease Control and Prevention (CDC). PRAMS, the Pregnancy Risk Assessment Monitoring System, is a surveillance system collecting state-specific, population-based data on maternal attitudes and experiences before, during, and shortly after pregnancy. It is a collaborative project of the Centers for Disease Control and Prevention (CDC) and state health departments. PRAMS provides data for state health officials to use to improve the health of mothers and infants. PRAMS topics include abuse, alcohol use, contraception, breastfeeding, mental health, morbidity, obesity, preconception health, pregnancy history, prenatal-care, sleep behavior, smoke exposure, stress, tobacco use, WIC, Medicaid, infant health, and unintended pregnancy. Data will be updated annually as it becomes available.",chronicdata.cdc.gov,http://chronicdata.cdc.gov/api/assets/70C53E42-3717-431A-816E-647F961A1BC9,https://chronicdata.cdc.gov/view/7zx2-hx8k,CDC PRAMStat Data for 2010,obesity,,4,None
766426795,false,finalized,3,8/5/2015 19:18:50,"1
0","0.6676
0.3324","2003. Centers for Disease Control and Prevention (CDC). PRAMS, the Pregnancy Risk Assessment Monitoring System, is a surveillance system collecting state-specific, population-based data on maternal attitudes and experiences before, during, and shortly after pregnancy. It is a collaborative project of the Centers for Disease Control and Prevention (CDC) and state health departments. PRAMS provides data for state health officials to use to improve the health of mothers and infants. PRAMS topics include abuse, alcohol use, contraception, breastfeeding, mental health, morbidity, obesity, preconception health, pregnancy history, prenatal-care, sleep behavior, smoke exposure, stress, tobacco use, WIC, Medicaid, infant health, and unintended pregnancy. Data will be updated annually as it becomes available.",chronicdata.cdc.gov,http://chronicdata.cdc.gov/api/assets/70C53E42-3717-431A-816E-647F961A1BC9,https://chronicdata.cdc.gov/view/36tg-qqs4,CDC PRAMStat Data for 2003,sleep,,0,None
