worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate,level_2_contributors
32935088,70125,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
32951611,7623837,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32965553,2C0BFFF04F13D054DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32978388,7633121,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32992447,168C5F9CA6DBEA332BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33012003,7644125,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33021113,7647247,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33027209,71390,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
33032735,7650890,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33035537,F6F29EF13201ABACDD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33080756,7665429,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33101474,310089,0,0,0,0,gifthunterclub,,,,,,,0,,1.0,0,1.0
33110013,C50D491B559C76EE93CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33115750,7677265,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33174120,4E006BE35C5F4FB46964A2442E880D82,248,3,38,0,neodev,BGD,81,Dhaka,58.97.205.73,,,0,,0.9211,572,1.0
33191908,B5913F996A3369B824750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33238902,73602,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
33255226,7718911,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33263403,7721454,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33264231,8869805DCA9F6D49DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33268983,2BB956388A5FC8E541A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33277236,FFF37B712B07CA8141A29D4352C72707,8,4,8,0,neodev,VEN,18,Acarigua,186.14.220.217,,,0,,0.5,480,1.0
33302997,7732861,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33307713,A8382AAC96913039044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33307915,7734493,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33308698,3D82ED8E8525BE536964A2442E880D82,48,4,13,0,neodev,VEN,"","",186.94.26.175,,,0,,0.6923,480,1.0
33336600,F5FCB1E965341C0EBD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33351592,3C8D59E626143BEBBD9CE4BD64DFB8C1,8,1,8,0,neodev,SRB,00,Belgrade,92.244.137.113,,,0,,0.875,480,1.0
33370890,221EB9212A82FA860DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33386248,7751608,8,0,8,0,clixsense,NZL,E7,Auckland,103.14.69.66,,,0,,1.0,0,1.0
33394315,74998,8,5,8,0,elite,TUR,71,Konya,46.197.165.19,,,0,,0.375,0,1.0
33401104,2D644A7652CCA739BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33404559,0BA04DB57D5BB22A2BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33445228,7765462,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33453966,7769691,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33457879,8281A9B910DB140124750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33462502,CF9A2A0C06EAAC5D6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33465739,75755,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
33519110,03B19902BEFD797093CA06397A287A80,8,1,5,0,neodev,VEN,"","",190.203.14.126,,,0,,0.8,480,1.0
33534395,DE2F56F642ED1E5424750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33541317,2B1546B752CF8D8CDD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33547742,76641,24,3,10,0,elite,TUR,34,Istanbul,195.155.161.57,,,0,,0.7,720,1.0
33549036,29FEAB4D9D0585220FA9E28369487118,8,3,8,0,neodev,VEN,"","",190.201.157.208,,,0,,0.625,480,1.0
33555673,7798948,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33558573,7798385,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33580181,7805428,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33598888,7810340,8,5,8,0,clixsense,TUR,68,Ankara,88.230.124.222,,,0,,0.375,480,1.0
33614368,7814234,24,1,10,0,clixsense,BIH,01,Sarajevo,77.78.223.60,,,0,,0.9,480,1.0
33623553,7504472,32,3,11,0,clixsense,BRA,11,Dourados,177.3.230.175,,,0,,0.7273,480,1.0
33625909,FA8FD365BD9FC5FD2BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33632322,6BE3980C95C1E36B6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33645061,7822041,64,0,11,3,clixsense,MKD,41,Shkup,46.217.160.83,,,0,,1.0,480,1.0
33664942,2AF57DE1B1EC92C4DE1C1F776E860E31,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33680243,7832206,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33697726,7836170,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33746717,7848093,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
33761260,082870280DB9CA9787D9602DE7E4D81B,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33776132,DA1F9C948C3AF665E0F410E778370DBC,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
33879393,24292,8,3,8,0,points4rewards,USA,WI,Minocqua,75.143.134.247,,,0,,0.625,480,1.0
33928092,katie.vedder@socrata.com,8,0,8,0,cf_internal,USA,MO,Chesterfield,216.227.229.133,,,0,,1.0,0,
33928279,marc.millstone@socrata.com,24,1,10,0,cf_internal,USA,WA,Seattle,66.171.190.186,,,0,,0.9,480,
